ID,PATH,PIXEL-AREA,PIXEL-SIZE,Area in square nanometers
1,images/test-images/SiC-TiB-21_150C_0007.tif,1664.0,8.268229,13758.333056
2,images/test-images/SiC-TiB-21_150C_0007.tif,141963.5,8.268229,1173786.7276415
1,images/test-images/NbTiN-TiB-21_150C_0005.tif,502.0,20.67057,10376.62614
2,images/test-images/NbTiN-TiB-21_150C_0005.tif,503.5,20.67057,10407.631995000002
3,images/test-images/NbTiN-TiB-21_150C_0005.tif,504.0,20.67057,10417.96728
4,images/test-images/NbTiN-TiB-21_150C_0005.tif,505.5,20.67057,10448.973135
5,images/test-images/NbTiN-TiB-21_150C_0005.tif,506.0,20.67057,10459.308420000001
6,images/test-images/NbTiN-TiB-21_150C_0005.tif,508.0,20.67057,10500.64956
7,images/test-images/NbTiN-TiB-21_150C_0005.tif,510.0,20.67057,10541.9907
8,images/test-images/NbTiN-TiB-21_150C_0005.tif,514.0,20.67057,10624.672980000001
9,images/test-images/NbTiN-TiB-21_150C_0005.tif,514.0,20.67057,10624.672980000001
10,images/test-images/NbTiN-TiB-21_150C_0005.tif,516.0,20.67057,10666.014120000002
11,images/test-images/NbTiN-TiB-21_150C_0005.tif,516.5,20.67057,10676.349405
12,images/test-images/NbTiN-TiB-21_150C_0005.tif,516.5,20.67057,10676.349405
13,images/test-images/NbTiN-TiB-21_150C_0005.tif,519.0,20.67057,10728.02583
14,images/test-images/NbTiN-TiB-21_150C_0005.tif,521.0,20.67057,10769.366970000001
15,images/test-images/NbTiN-TiB-21_150C_0005.tif,522.5,20.67057,10800.372825
16,images/test-images/NbTiN-TiB-21_150C_0005.tif,523.0,20.67057,10810.708110000001
17,images/test-images/NbTiN-TiB-21_150C_0005.tif,524.0,20.67057,10831.378680000002
18,images/test-images/NbTiN-TiB-21_150C_0005.tif,525.0,20.67057,10852.04925
19,images/test-images/NbTiN-TiB-21_150C_0005.tif,530.5,20.67057,10965.737385
20,images/test-images/NbTiN-TiB-21_150C_0005.tif,531.5,20.67057,10986.407955
21,images/test-images/NbTiN-TiB-21_150C_0005.tif,531.5,20.67057,10986.407955
22,images/test-images/NbTiN-TiB-21_150C_0005.tif,532.5,20.67057,11007.078525
23,images/test-images/NbTiN-TiB-21_150C_0005.tif,532.5,20.67057,11007.078525
24,images/test-images/NbTiN-TiB-21_150C_0005.tif,536.5,20.67057,11089.760805
25,images/test-images/NbTiN-TiB-21_150C_0005.tif,536.5,20.67057,11089.760805
26,images/test-images/NbTiN-TiB-21_150C_0005.tif,537.5,20.67057,11110.431375
27,images/test-images/NbTiN-TiB-21_150C_0005.tif,539.0,20.67057,11141.437230000001
28,images/test-images/NbTiN-TiB-21_150C_0005.tif,539.0,20.67057,11141.437230000001
29,images/test-images/NbTiN-TiB-21_150C_0005.tif,540.5,20.67057,11172.443085
30,images/test-images/NbTiN-TiB-21_150C_0005.tif,540.5,20.67057,11172.443085
31,images/test-images/NbTiN-TiB-21_150C_0005.tif,542.0,20.67057,11203.44894
32,images/test-images/NbTiN-TiB-21_150C_0005.tif,542.5,20.67057,11213.784225000001
33,images/test-images/NbTiN-TiB-21_150C_0005.tif,543.5,20.67057,11234.454795000001
34,images/test-images/NbTiN-TiB-21_150C_0005.tif,545.0,20.67057,11265.46065
35,images/test-images/NbTiN-TiB-21_150C_0005.tif,545.0,20.67057,11265.46065
36,images/test-images/NbTiN-TiB-21_150C_0005.tif,546.5,20.67057,11296.466505
37,images/test-images/NbTiN-TiB-21_150C_0005.tif,548.5,20.67057,11337.807645
38,images/test-images/NbTiN-TiB-21_150C_0005.tif,550.0,20.67057,11368.8135
39,images/test-images/NbTiN-TiB-21_150C_0005.tif,556.5,20.67057,11503.172205
40,images/test-images/NbTiN-TiB-21_150C_0005.tif,557.0,20.67057,11513.50749
41,images/test-images/NbTiN-TiB-21_150C_0005.tif,557.5,20.67057,11523.842775000001
42,images/test-images/NbTiN-TiB-21_150C_0005.tif,558.5,20.67057,11544.513345000001
43,images/test-images/NbTiN-TiB-21_150C_0005.tif,559.0,20.67057,11554.84863
44,images/test-images/NbTiN-TiB-21_150C_0005.tif,559.5,20.67057,11565.183915000001
45,images/test-images/NbTiN-TiB-21_150C_0005.tif,559.5,20.67057,11565.183915000001
46,images/test-images/NbTiN-TiB-21_150C_0005.tif,562.0,20.67057,11616.860340000001
47,images/test-images/NbTiN-TiB-21_150C_0005.tif,562.5,20.67057,11627.195625
48,images/test-images/NbTiN-TiB-21_150C_0005.tif,564.0,20.67057,11658.201480000002
49,images/test-images/NbTiN-TiB-21_150C_0005.tif,565.0,20.67057,11678.87205
50,images/test-images/NbTiN-TiB-21_150C_0005.tif,565.5,20.67057,11689.207335000001
51,images/test-images/NbTiN-TiB-21_150C_0005.tif,570.5,20.67057,11792.560185
52,images/test-images/NbTiN-TiB-21_150C_0005.tif,572.0,20.67057,11823.566040000002
53,images/test-images/NbTiN-TiB-21_150C_0005.tif,572.0,20.67057,11823.566040000002
54,images/test-images/NbTiN-TiB-21_150C_0005.tif,573.0,20.67057,11844.23661
55,images/test-images/NbTiN-TiB-21_150C_0005.tif,573.5,20.67057,11854.571895000001
56,images/test-images/NbTiN-TiB-21_150C_0005.tif,574.0,20.67057,11864.90718
57,images/test-images/NbTiN-TiB-21_150C_0005.tif,577.0,20.67057,11926.91889
58,images/test-images/NbTiN-TiB-21_150C_0005.tif,577.5,20.67057,11937.254175
59,images/test-images/NbTiN-TiB-21_150C_0005.tif,578.5,20.67057,11957.924745
60,images/test-images/NbTiN-TiB-21_150C_0005.tif,579.5,20.67057,11978.595315
61,images/test-images/NbTiN-TiB-21_150C_0005.tif,580.0,20.67057,11988.930600000002
62,images/test-images/NbTiN-TiB-21_150C_0005.tif,582.5,20.67057,12040.607025000001
